system,latency,accuracy,diameter
F1,0.004,0.6700000000000002,1.0
F1,0.004,0.6600000000000001,1.0
F1,0.004,0.6800000000000002,1.0
F1,0.004,0.6900000000000002,1.0
F1,0.004,0.7000000000000002,1.0
F1,0.004,0.7100000000000002,1.0
F1,0.004,0.7200000000000002,1.0
F1,0.004,0.7300000000000002,1.0
F1,0.004,0.7500000000000002,1.0
F1,0.004,0.7400000000000002,1.0
F1,0.004,0.7600000000000002,1.0
F1,0.004,0.7700000000000002,1.0
F1,0.004,0.7800000000000002,1.0
F1,0.004,0.7900000000000003,1.0
F1,0.004,0.8000000000000003,1.0
F1,0.004,0.8100000000000003,1.0
F1,0.004,0.8200000000000003,1.0
F1,0.004,0.8400000000000003,1.0
F1,0.004,0.8300000000000003,1.0
F1,0.004,0.8500000000000003,1.0
F1,0.004,0.8600000000000003,1.0
F1,0.004,0.8700000000000003,1.0
F1,0.004,0.8900000000000003,1.0
F1,0.004,0.8800000000000003,1.0
F1,0.004,0.9000000000000004,1.0
F1,0.004,0.9200000000000004,1.0
F1,0.004,0.9100000000000004,1.0
F1,0.004,0.9300000000000004,1.0
F1,0.004,0.9400000000000004,1.0
F1,0.004,0.9500000000000004,1.0
F1,0.004,0.9700000000000004,1.0
F1,0.004,0.9600000000000004,1.0
F1,0.005,0.5,1.0
F1,0.005,0.51,1.0
F1,0.004,0.9900000000000004,1.0
F1,0.004,0.9800000000000004,1.0
F1,0.005,0.52,1.0
F1,0.005,0.53,1.0
F1,0.005,0.56,1.0
F1,0.005,0.54,1.0
F1,0.005,0.55,1.0
F1,0.005,0.5900000000000001,1.0
F1,0.005,0.5800000000000001,1.0
F1,0.005,0.5700000000000001,1.0
F1,0.005,0.6000000000000001,1.0
F1,0.005,0.6100000000000001,1.0
F1,0.005,0.6200000000000001,1.0
F1,0.005,0.6400000000000001,1.0
F1,0.005,0.6300000000000001,1.0
F1,0.005,0.6500000000000001,1.0
F1,0.005,0.6600000000000001,1.0
F1,0.005,0.6800000000000002,1.0
F1,0.005,0.6900000000000002,1.0
F1,0.005,0.7200000000000002,1.0
F1,0.005,0.7100000000000002,1.0
F1,0.005,0.7000000000000002,1.0
F1,0.005,0.7300000000000002,1.0
F1,0.005,0.7400000000000002,1.0
F1,0.005,0.6700000000000002,1.0
F1,0.005,0.7500000000000002,1.0
F1,0.005,0.7600000000000002,1.0
F1,0.005,0.7700000000000002,1.0
F1,0.005,0.7800000000000002,1.0
F1,0.005,0.7900000000000003,1.0
F1,0.005,0.8000000000000003,1.0
F1,0.005,0.8100000000000003,1.0
F1,0.005,0.8300000000000003,1.0
F1,0.005,0.8400000000000003,1.0
F1,0.005,0.8500000000000003,1.0
F1,0.005,0.8200000000000003,1.0
F1,0.005,0.8600000000000003,1.0
F1,0.005,0.8700000000000003,1.0
F1,0.005,0.8800000000000003,1.0
F1,0.005,0.8900000000000003,1.0
F1,0.005,0.9000000000000004,1.0
F1,0.005,0.9200000000000004,1.0
F1,0.005,0.9100000000000004,1.0
F1,0.005,0.9300000000000004,1.0
F1,0.005,0.9400000000000004,1.0
F1,0.005,0.9600000000000004,1.0
F1,0.006,0.5,1.0
F1,0.005,0.9700000000000004,1.0
F1,0.006,0.51,1.0
F1,0.005,0.9800000000000004,1.0
F1,0.006,0.52,1.0
F1,0.005,0.9900000000000004,1.0
F1,0.006,0.53,1.0
F1,0.006,0.55,1.0
F1,0.006,0.54,1.0
F1,0.006,0.56,1.0
F1,0.006,0.5700000000000001,1.0
F1,0.006,0.5900000000000001,1.0
F1,0.005,0.9500000000000004,1.0
F1,0.006,0.5800000000000001,1.0
F1,0.006,0.6000000000000001,1.0
F1,0.006,0.6100000000000001,1.0
F1,0.006,0.6200000000000001,1.0
F1,0.006,0.6300000000000001,1.0
F1,0.006,0.6400000000000001,1.0
F1,0.006,0.6500000000000001,1.0
F1,0.006,0.7000000000000002,1.0
F1,0.006,0.6600000000000001,1.0
F1,0.006,0.6900000000000002,1.0
F1,0.006,0.7100000000000002,1.0
F1,0.006,0.7200000000000002,1.0
F1,0.006,0.7300000000000002,1.0
F1,0.006,0.6800000000000002,1.0
F1,0.006,0.7400000000000002,1.0
F1,0.006,0.7600000000000002,1.0
F1,0.006,0.7500000000000002,1.0
F1,0.006,0.7700000000000002,1.0
F1,0.006,0.6700000000000002,1.0
F1,0.006,0.7900000000000003,1.0
F1,0.006,0.7800000000000002,1.0
F1,0.006,0.8300000000000003,1.0
F1,0.006,0.8100000000000003,1.0
F1,0.006,0.8200000000000003,1.0
F1,0.006,0.8400000000000003,1.0
F1,0.006,0.8700000000000003,1.0
F1,0.006,0.8600000000000003,1.0
F1,0.006,0.8500000000000003,1.0
F1,0.006,0.8900000000000003,1.0
F1,0.006,0.9000000000000004,1.0
F1,0.006,0.8800000000000003,1.0
F1,0.006,0.9100000000000004,1.0
F1,0.006,0.9200000000000004,1.0
F1,0.006,0.9300000000000004,1.0
F1,0.006,0.8000000000000003,1.0
F1,0.006,0.9400000000000004,1.0
F1,0.006,0.9500000000000004,1.0
F1,0.006,0.9600000000000004,1.0
F1,0.007,0.5,1.0336618274598104
F1,0.006,0.9700000000000004,1.0
F1,0.006,0.9800000000000004,1.0
F1,0.006,0.9900000000000004,1.0
F1,0.007,0.51,1.0
F1,0.007,0.53,1.0
F1,0.007,0.54,1.0
F1,0.007,0.52,1.0
F1,0.007,0.55,1.0
F1,0.007,0.56,1.0
F1,0.007,0.5700000000000001,1.0
F1,0.007,0.5800000000000001,1.0
F1,0.007,0.5900000000000001,1.0
F1,0.007,0.6000000000000001,1.0
F1,0.007,0.6100000000000001,1.0
F1,0.007,0.6200000000000001,1.0
F1,0.007,0.6500000000000001,1.0
F1,0.007,0.6300000000000001,1.0
F1,0.007,0.6400000000000001,1.0
F1,0.007,0.6600000000000001,1.0
F1,0.007,0.6700000000000002,1.0
F1,0.007,0.6800000000000002,1.0
F1,0.007,0.6900000000000002,1.0
F1,0.007,0.7000000000000002,1.0
F1,0.007,0.7200000000000002,1.0
F1,0.007,0.7100000000000002,1.0
F1,0.007,0.7400000000000002,1.0
F1,0.007,0.7300000000000002,1.0
F1,0.007,0.7500000000000002,1.0
F1,0.007,0.7600000000000002,1.0
F1,0.007,0.7700000000000002,1.0
F1,0.007,0.7800000000000002,1.0
F1,0.007,0.7900000000000003,1.0
F1,0.007,0.8000000000000003,1.0
F1,0.007,0.8100000000000003,1.0
F1,0.007,0.8300000000000003,1.0
F1,0.007,0.8200000000000003,1.0
F1,0.007,0.8400000000000003,1.0
F1,0.007,0.8500000000000003,1.0
F1,0.007,0.8600000000000003,1.0
F1,0.007,0.8700000000000003,1.0
F1,0.007,0.8800000000000003,1.0
F1,0.007,0.9100000000000004,1.0
F1,0.007,0.8900000000000003,1.0
F1,0.007,0.9000000000000004,1.0
F1,0.007,0.9300000000000004,1.0
F1,0.007,0.9200000000000004,1.0
F1,0.007,0.9400000000000004,1.0
F1,0.007,0.9600000000000004,1.0
F1,0.007,0.9500000000000004,1.0
F1,0.007,0.9700000000000004,1.0
F1,0.007,0.9800000000000004,1.0
F1,0.007,0.9900000000000004,1.0
F1,0.008,0.5,1.16758966102117
F1,0.008,0.51,1.0
F1,0.008,0.52,1.0
F1,0.008,0.53,1.0
F1,0.008,0.54,1.0
F1,0.008,0.56,1.0
F1,0.008,0.55,1.0
F1,0.008,0.5800000000000001,1.0
F1,0.008,0.6000000000000001,1.0
F1,0.008,0.5700000000000001,1.0
F1,0.008,0.5900000000000001,1.0
F1,0.008,0.6200000000000001,1.0
F1,0.008,0.6100000000000001,1.0
F1,0.008,0.6400000000000001,1.0
F1,0.008,0.6500000000000001,1.0
F1,0.008,0.6300000000000001,1.0
F1,0.008,0.6600000000000001,1.0
F1,0.008,0.6800000000000002,1.0
F1,0.008,0.6700000000000002,1.0
F1,0.008,0.6900000000000002,1.0
F1,0.008,0.7100000000000002,1.0
F1,0.008,0.7000000000000002,1.0
F1,0.008,0.7300000000000002,1.0
F1,0.008,0.7200000000000002,1.0
F1,0.008,0.7500000000000002,1.0
F1,0.008,0.7600000000000002,1.0
F1,0.008,0.7400000000000002,1.0
F1,0.008,0.7900000000000003,1.0
F1,0.008,0.7800000000000002,1.0
F1,0.008,0.7700000000000002,1.0
F1,0.008,0.8400000000000003,1.0
F1,0.008,0.8300000000000003,1.0
F1,0.008,0.8200000000000003,1.0
F1,0.008,0.8100000000000003,1.0
F1,0.008,0.8000000000000003,1.0
F1,0.008,0.8600000000000003,1.0
F1,0.008,0.8500000000000003,1.0
F1,0.008,0.8700000000000003,1.0
F1,0.008,0.9000000000000004,1.0
F1,0.008,0.9100000000000004,1.0
F1,0.008,0.8900000000000003,1.0
F1,0.008,0.8800000000000003,1.0
F1,0.008,0.9200000000000004,1.0
F1,0.008,0.9400000000000004,1.0
F1,0.008,0.9300000000000004,1.0
F1,0.008,0.9500000000000004,1.0
F1,0.009000000000000001,0.5,1.3192164303273872
F1,0.008,0.9900000000000004,1.0
F1,0.008,0.9600000000000004,1.0
F1,0.008,0.9700000000000004,1.0
F1,0.008,0.9800000000000004,1.0
F1,0.009000000000000001,0.52,1.0
F1,0.009000000000000001,0.53,1.0
F1,0.009000000000000001,0.51,1.12443719086372
F1,0.009000000000000001,0.54,1.0
F1,0.009000000000000001,0.5800000000000001,1.0
F1,0.009000000000000001,0.5700000000000001,1.0
F1,0.009000000000000001,0.56,1.0
F1,0.009000000000000001,0.55,1.0
F1,0.009000000000000001,0.6100000000000001,1.0
F1,0.009000000000000001,0.5900000000000001,1.0
F1,0.009000000000000001,0.6000000000000001,1.0
F1,0.009000000000000001,0.6200000000000001,1.0
F1,0.009000000000000001,0.6500000000000001,1.0
F1,0.009000000000000001,0.6300000000000001,1.0
F1,0.009000000000000001,0.6600000000000001,1.0
F1,0.009000000000000001,0.6800000000000002,1.0
F1,0.009000000000000001,0.6400000000000001,1.0
F1,0.009000000000000001,0.6900000000000002,1.0
F1,0.009000000000000001,0.6700000000000002,1.0
F1,0.009000000000000001,0.7000000000000002,1.0
F1,0.009000000000000001,0.7200000000000002,1.0
F1,0.009000000000000001,0.7400000000000002,1.0
F1,0.009000000000000001,0.7500000000000002,1.0
F1,0.009000000000000001,0.7100000000000002,1.0
F1,0.009000000000000001,0.7700000000000002,1.0
F1,0.009000000000000001,0.7600000000000002,1.0
F1,0.009000000000000001,0.7900000000000003,1.0
F1,0.009000000000000001,0.7300000000000002,1.0
F1,0.009000000000000001,0.7800000000000002,1.0
F1,0.009000000000000001,0.8200000000000003,1.0
F1,0.009000000000000001,0.8000000000000003,1.0
F1,0.009000000000000001,0.8400000000000003,1.0
F1,0.009000000000000001,0.8100000000000003,1.0
F1,0.009000000000000001,0.8300000000000003,1.0
F1,0.009000000000000001,0.8600000000000003,1.0
F1,0.009000000000000001,0.8700000000000003,1.0
F1,0.009000000000000001,0.8500000000000003,1.0
F1,0.009000000000000001,0.8900000000000003,1.0
F1,0.009000000000000001,0.9100000000000004,1.0
F1,0.009000000000000001,0.9200000000000004,1.0
F1,0.009000000000000001,0.8800000000000003,1.0
F1,0.009000000000000001,0.9300000000000004,1.0
F1,0.009000000000000001,0.9000000000000004,1.0
F1,0.009000000000000001,0.9500000000000004,1.0
F1,0.009000000000000001,0.9600000000000004,1.0
F1,0.009000000000000001,0.9400000000000004,1.0
F1,0.009000000000000001,0.9900000000000004,1.0
F1,0.01,0.51,1.223306119826483
F1,0.009000000000000001,0.9700000000000004,1.0
F1,0.009000000000000001,0.9800000000000004,1.0
F1,0.01,0.5,1.43251152990305
F1,0.01,0.53,1.0
F1,0.01,0.52,1.0442328428828829
F1,0.01,0.54,1.0
F1,0.01,0.55,1.0
F1,0.01,0.5800000000000001,1.0
F1,0.01,0.5700000000000001,1.0
F1,0.01,0.5900000000000001,1.0
F1,0.01,0.6000000000000001,1.0
F1,0.01,0.6100000000000001,1.0
F1,0.01,0.56,1.0
F1,0.01,0.6400000000000001,1.0
F1,0.01,0.6200000000000001,1.0
F1,0.01,0.6500000000000001,1.0
F1,0.01,0.6600000000000001,1.0
F1,0.01,0.6300000000000001,1.0
F1,0.01,0.6900000000000002,1.0
F1,0.01,0.6800000000000002,1.0
F1,0.01,0.7400000000000002,1.0
F1,0.01,0.6700000000000002,1.0
F1,0.01,0.7000000000000002,1.0
F1,0.01,0.7500000000000002,1.0
F1,0.01,0.7100000000000002,1.0
F1,0.01,0.7300000000000002,1.0
F1,0.01,0.7200000000000002,1.0
F1,0.01,0.7600000000000002,1.0
F1,0.01,0.8100000000000003,1.0
F1,0.01,0.7800000000000002,1.0
F1,0.01,0.7900000000000003,1.0
F1,0.01,0.8200000000000003,1.0
F1,0.01,0.8300000000000003,1.0
F1,0.01,0.7700000000000002,1.0
F1,0.01,0.8000000000000003,1.0
F1,0.01,0.8400000000000003,1.0
F1,0.01,0.8600000000000003,1.0
F1,0.01,0.8700000000000003,1.0
F1,0.01,0.9000000000000004,1.0
F1,0.01,0.8900000000000003,1.0
F1,0.01,0.8500000000000003,1.0
F1,0.01,0.9100000000000004,1.0
F1,0.01,0.9200000000000004,1.0
F1,0.01,0.8800000000000003,1.0
F1,0.01,0.9800000000000004,1.0
F1,0.01,0.9700000000000004,1.0
F1,0.01,0.9500000000000004,1.0
F1,0.011,0.5,1.5751957787786939
F1,0.01,0.9300000000000004,1.0
F1,0.01,0.9400000000000004,1.0
F1,0.011,0.52,1.1493488764899709
F1,0.01,0.9600000000000004,1.0
F1,0.01,0.9900000000000004,1.0
F1,0.011,0.51,1.3458117130845215
F1,0.011,0.55,1.0
F1,0.011,0.54,1.0
F1,0.011,0.56,1.0
F1,0.011,0.53,1.0
F1,0.011,0.5800000000000001,1.0
F1,0.011,0.5700000000000001,1.0
F1,0.011,0.5900000000000001,1.0
F1,0.011,0.6000000000000001,1.0
F1,0.011,0.6200000000000001,1.0
F1,0.011,0.6400000000000001,1.0
F1,0.011,0.6100000000000001,1.0
F1,0.011,0.6300000000000001,1.0
F1,0.011,0.6500000000000001,1.0
F1,0.011,0.6700000000000002,1.0
F1,0.011,0.6800000000000002,1.0
F1,0.011,0.7000000000000002,1.0
F1,0.011,0.6600000000000001,1.0
F1,0.011,0.6900000000000002,1.0
F1,0.011,0.7300000000000002,1.0
F1,0.011,0.7400000000000002,1.0
F1,0.011,0.7100000000000002,1.0
F1,0.011,0.7700000000000002,1.0
F1,0.011,0.7200000000000002,1.0
F1,0.011,0.7800000000000002,1.0
F1,0.011,0.7500000000000002,1.0
F1,0.011,0.7600000000000002,1.0
F1,0.011,0.8200000000000003,1.0
F1,0.011,0.8100000000000003,1.0
F1,0.011,0.8300000000000003,1.0
F1,0.011,0.8000000000000003,1.0
F1,0.011,0.7900000000000003,1.0
F1,0.011,0.8400000000000003,1.0
F1,0.011,0.8500000000000003,1.0
F1,0.011,0.8600000000000003,1.0
F1,0.011,0.8800000000000003,1.0
F1,0.011,0.8900000000000003,1.0
F1,0.011,0.9100000000000004,1.0
F1,0.011,0.9000000000000004,1.0
F1,0.011,0.9300000000000004,1.0
F1,0.011,0.8700000000000003,1.0
F1,0.011,0.9400000000000004,1.0
F1,0.011,0.9500000000000004,1.0
F1,0.011,0.9600000000000004,1.0
F1,0.011,0.9200000000000004,1.0
F1,0.011,0.9700000000000004,1.0
F1,0.011,0.9800000000000004,1.0
F1,0.012,0.51,1.4781867563091808
F1,0.012,0.5,1.7307359485935792
F1,0.012,0.55,1.0
F1,0.012,0.54,1.0
F1,0.012,0.56,1.0
F1,0.012,0.52,1.261936227688037
F1,0.012,0.5800000000000001,1.0
F1,0.012,0.53,1.0768134308937036
F1,0.012,0.6000000000000001,1.0
F1,0.011,0.9900000000000004,1.0
F1,0.012,0.6300000000000001,1.0
F1,0.012,0.6200000000000001,1.0
F1,0.012,0.5700000000000001,1.0
F1,0.012,0.6400000000000001,1.0
F1,0.012,0.6500000000000001,1.0
F1,0.012,0.5900000000000001,1.0
F1,0.012,0.6600000000000001,1.0
F1,0.012,0.6100000000000001,1.0
F1,0.012,0.6800000000000002,1.0
F1,0.012,0.6900000000000002,1.0
F1,0.012,0.7000000000000002,1.0
F1,0.012,0.7100000000000002,1.0
F1,0.012,0.7200000000000002,1.0
F1,0.012,0.7300000000000002,1.0
F1,0.012,0.7400000000000002,1.0
F1,0.012,0.7500000000000002,1.0
F1,0.012,0.7600000000000002,1.0
F1,0.012,0.7700000000000002,1.0
F1,0.012,0.6700000000000002,1.0
F1,0.012,0.7900000000000003,1.0
F1,0.012,0.8100000000000003,1.0
F1,0.012,0.8000000000000003,1.0
F1,0.012,0.8300000000000003,1.0
F1,0.012,0.8200000000000003,1.0
F1,0.012,0.8500000000000003,1.0
F1,0.012,0.7800000000000002,1.0
F1,0.012,0.8700000000000003,1.0
F1,0.012,0.8600000000000003,1.0
F1,0.012,0.8800000000000003,1.0
F1,0.012,0.8400000000000003,1.0
F1,0.012,0.9100000000000004,1.0
F1,0.012,0.9200000000000004,1.0
F1,0.012,0.9300000000000004,1.0
F1,0.012,0.9000000000000004,1.0
F1,0.012,0.8900000000000003,1.0
F1,0.012,0.9600000000000004,1.0
F1,0.012,0.9700000000000004,1.0
F1,0.012,0.9500000000000004,1.0
F1,0.012,0.9800000000000004,1.0
F1,0.012,0.9400000000000004,1.0
F1,0.013000000000000001,0.5,1.8213414398950876
F1,0.013000000000000001,0.51,1.5586318147857732
F1,0.013000000000000001,0.52,1.3332072575115443
F1,0.013000000000000001,0.53,1.1398278469758787
F1,0.013000000000000001,0.54,1.0
F1,0.013000000000000001,0.55,1.0
F1,0.013000000000000001,0.5700000000000001,1.0
F1,0.013000000000000001,0.56,1.0
F1,0.013000000000000001,0.5800000000000001,1.0
F1,0.012,0.9900000000000004,1.0
F1,0.013000000000000001,0.5900000000000001,1.0
F1,0.013000000000000001,0.6100000000000001,1.0
F1,0.013000000000000001,0.6400000000000001,1.0
F1,0.013000000000000001,0.6300000000000001,1.0
F1,0.013000000000000001,0.6500000000000001,1.0
F1,0.013000000000000001,0.6700000000000002,1.0
F1,0.013000000000000001,0.6800000000000002,1.0
F1,0.013000000000000001,0.6600000000000001,1.0
F1,0.013000000000000001,0.6200000000000001,1.0
F1,0.013000000000000001,0.6000000000000001,1.0
F1,0.013000000000000001,0.6900000000000002,1.0
F1,0.013000000000000001,0.7000000000000002,1.0
F1,0.013000000000000001,0.7100000000000002,1.0
F1,0.013000000000000001,0.7400000000000002,1.0
F1,0.013000000000000001,0.7600000000000002,1.0
F1,0.013000000000000001,0.7700000000000002,1.0
F1,0.013000000000000001,0.7500000000000002,1.0
F1,0.013000000000000001,0.7900000000000003,1.0
F1,0.013000000000000001,0.8000000000000003,1.0
F1,0.013000000000000001,0.8100000000000003,1.0
F1,0.013000000000000001,0.7300000000000002,1.0
F1,0.013000000000000001,0.7200000000000002,1.0
F1,0.013000000000000001,0.8300000000000003,1.0
F1,0.013000000000000001,0.7800000000000002,1.0
F1,0.013000000000000001,0.8500000000000003,1.0
F1,0.013000000000000001,0.8600000000000003,1.0
F1,0.013000000000000001,0.8700000000000003,1.0
F1,0.013000000000000001,0.8200000000000003,1.0
F1,0.013000000000000001,0.8900000000000003,1.0
F1,0.013000000000000001,0.9000000000000004,1.0
F1,0.013000000000000001,0.8800000000000003,1.0
F1,0.013000000000000001,0.8400000000000003,1.0
F1,0.013000000000000001,0.9200000000000004,1.0
F1,0.013000000000000001,0.9300000000000004,1.0
F1,0.013000000000000001,0.9500000000000004,1.0
F1,0.013000000000000001,0.9600000000000004,1.0
F1,0.013000000000000001,0.9700000000000004,1.0
F1,0.013000000000000001,0.9400000000000004,1.0
F1,0.013000000000000001,0.9800000000000004,1.0
F1,0.014,0.51,1.7040434508000615
F1,0.014,0.5,1.9924256534426346
F1,0.014,0.52,1.4567063334596444
F1,0.014,0.54,1.062856233784367
F1,0.013000000000000001,0.9100000000000004,1.0
F1,0.014,0.53,1.244634166686065
F1,0.014,0.55,1.0
F1,0.014,0.5700000000000001,1.0
F1,0.014,0.5800000000000001,1.0
F1,0.014,0.5900000000000001,1.0
F1,0.013000000000000001,0.9900000000000004,1.0
F1,0.014,0.6000000000000001,1.0
F1,0.014,0.6100000000000001,1.0
F1,0.014,0.6400000000000001,1.0
F1,0.014,0.6500000000000001,1.0
F1,0.014,0.6200000000000001,1.0
F1,0.014,0.6300000000000001,1.0
F1,0.014,0.6600000000000001,1.0
F1,0.014,0.6800000000000002,1.0
F1,0.014,0.6700000000000002,1.0
F1,0.014,0.56,1.0
F1,0.014,0.7100000000000002,1.0
F1,0.014,0.7000000000000002,1.0
F1,0.014,0.7300000000000002,1.0
F1,0.014,0.7500000000000002,1.0
F1,0.014,0.7600000000000002,1.0
F1,0.014,0.7700000000000002,1.0
F1,0.014,0.8100000000000003,1.0
F1,0.014,0.7900000000000003,1.0
F1,0.014,0.7200000000000002,1.0
F1,0.014,0.8000000000000003,1.0
F1,0.014,0.6900000000000002,1.0
F1,0.014,0.7400000000000002,1.0
F1,0.014,0.8500000000000003,1.0
F1,0.014,0.8400000000000003,1.0
F1,0.014,0.8300000000000003,1.0
F1,0.014,0.8700000000000003,1.0
F1,0.014,0.8600000000000003,1.0
F1,0.014,0.7800000000000002,1.0
F1,0.014,0.8800000000000003,1.0
F1,0.014,0.8900000000000003,1.0
F1,0.014,0.9000000000000004,1.0
F1,0.014,0.9100000000000004,1.0
F1,0.014,0.9300000000000004,1.0
