system,latency,accuracy,diameter
F1,0.001,0.5,14.147045769045402
F1,0.001,0.5612244897959183,5.741705719744908
F1,0.001,0.5714285714285714,4.9420865429075835
F1,0.001,0.5204081632653061,10.468679772813871
F1,0.001,0.5408163265306123,7.751363848213017
F1,0.001,0.5102040816326531,12.168621720452354
F1,0.001,0.5510204081632653,6.6710310426204895
F1,0.001,0.5816326530612245,4.253916307709141
F1,0.001,0.5918367346938775,3.661540144533898
F1,0.001,0.6020408163265306,3.1515289262292216
F1,0.001,0.6428571428571428,2.132196546478542
F1,0.001,0.6224489795918368,2.5006886749938766
F1,0.001,0.6122448979591837,2.750827699786016
F1,0.001,0.6326530612244898,2.3017396464194015
F1,0.001,0.6530612244897959,1.9831614221918115
F1,0.001,0.6632653061224489,1.8497247940049801
F1,0.001,0.673469387755102,1.7287771981173745
F1,0.001,0.6836734693877551,1.6181694865057874
F1,0.001,0.6938775510204082,1.5163367790357216
F1,0.001,0.7142857142857143,1.3344771843278065
F1,0.001,0.7040816326530612,1.422084628811944
F1,0.001,0.5306122448979592,9.007568174801074
F1,0.001,0.7244897959183674,1.2527615445986025
F1,0.001,0.7551020408163265,1.0372707521881612
F1,0.001,0.7346938775510203,1.1763157281090206
F1,0.001,0.7448979591836735,1.1046305462429977
F1,0.001,0.7653061224489796,0.9738729077964445
F1,0.001,0.7857142857142857,0.8577853321311472
F1,0.001,0.7755102040816326,0.9141300734047751
F1,0.001,0.7959183673469388,0.8046310627845197
F1,0.001,0.8061224489795917,0.7545039847107771
F1,0.001,0.8163265306122449,0.7072898131860813
F1,0.001,0.8673469387755102,0.5079144195941064
F1,0.001,0.8367346938775511,0.6211301435321399
F1,0.001,0.8265306122448979,0.662895251180964
F1,0.001,0.846938775510204,0.5816245729571135
F1,0.001,0.8571428571428571,0.5439840569517764
F1,0.001,0.8775510204081632,0.4732147493104573
F1,0.001,0.9081632653061225,0.37598572890436327
F1,0.001,0.8877551020408163,0.43973320803393795
F1,0.001,0.8979591836734693,0.4073544837425098
F1,0.001,0.9285714285714286,0.3160029769011052
F1,0.001,1.0,0.2186746136167558
F1,0.001,0.9183673469387754,0.3455567412890156
F1,0.001,0.9387755102040816,0.2872771633261675
F1,0.001,0.9489795918367346,0.25933795811439725
F1,0.001,0.9591836734693877,0.23215037415596634
F1,0.002,0.5,14.229550203554814
F1,0.002,0.5102040816326531,12.244320542510328
F1,0.002,0.5204081632653061,10.537646311634873
F1,0.002,0.5306122448979592,9.070022194345775
F1,0.002,0.5408163265306123,7.807623403022612
F1,0.002,0.5510204081632653,6.721475974667666
F1,0.002,0.5612244897959183,5.786750287588492
F1,0.002,0.5714285714285714,4.982159185441292
F1,0.002,0.5816326530612245,4.289444954829023
F1,0.002,0.5918367346938775,3.6929418157337452
F1,0.002,0.6020408163265306,3.179216001036485
