system,latency,accuracy,diameter
F1,0.005,0.52,10.736149412759934
F1,0.005,0.54,7.9953619276456624
F1,0.005,0.6000000000000001,3.3018071558087123
F1,0.005,0.5,14.420135604158263
F1,0.005,0.6400000000000001,2.649038327156118
F1,0.005,0.5800000000000001,4.434733621879347
F1,0.005,0.6600000000000001,2.521208884894112
F1,0.005,0.6800000000000002,2.406866900675106
F1,0.005,0.6200000000000001,2.796105112394213
F1,0.005,0.7000000000000002,2.3090510013324437
F1,0.005,0.7200000000000002,2.292615632391563
F1,0.005,0.7400000000000002,2.2796867689124056
F1,0.005,0.56,5.954829294735846
F1,0.005,0.7600000000000002,2.268280989579553
F1,0.005,0.7800000000000002,2.258094974003806
F1,0.005,0.8000000000000003,2.2488952223888594
F1,0.005,0.8400000000000003,2.2328784138789652
F1,0.005,0.8200000000000003,2.2405242566903785
F1,0.005,0.8600000000000003,2.2258198375237526
F1,0.01,0.52,11.027854102105843
F1,0.01,0.5,14.747654929351796
F1,0.005,0.8800000000000003,2.2193047933305463
F1,0.01,0.54,8.244959969129173
F1,0.005,0.9200000000000004,2.207583061492962
F1,0.005,0.9000000000000004,2.213226467360687
F1,0.01,0.56,6.162417546311342
F1,0.005,0.9600000000000004,2.1973283313313603
F1,0.005,0.9400000000000004,2.2022991428934304
F1,0.005,0.9800000000000004,2.192645753659858
F1,0.01,0.5800000000000001,4.603711297658652
F1,0.01,0.6000000000000001,3.4370183856752723
F1,0.01,0.6200000000000001,2.815979937954666
F1,0.01,0.6400000000000001,2.666094864532905
F1,0.01,0.6600000000000001,2.537278947881894
F1,0.01,0.6800000000000002,2.422026747189902
F1,0.01,0.7200000000000002,2.2950683244756847
F1,0.01,0.7000000000000002,2.3171206509799585
F1,0.01,0.7400000000000002,2.2823056306842915
F1,0.01,0.7600000000000002,2.271079317488965
F1,0.01,0.7800000000000002,2.2609813026759134
F1,0.01,0.8000000000000003,2.2518300398776554
F1,0.01,0.8400000000000003,2.235929569473611
F1,0.01,0.8200000000000003,2.2435082228489867
F1,0.01,0.8600000000000003,2.228921714687567
F1,0.01,0.8800000000000003,2.2224303928737683
F1,0.01,0.9200000000000004,2.2106622886592637
F1,0.01,0.9000000000000004,2.2163561544147794
F1,0.015,0.52,11.43783180748173
F1,0.015,0.5,15.234185909896754
F1,0.01,0.9400000000000004,2.2053233699246055
F1,0.015,0.54,8.582655357242466
F1,0.01,0.9600000000000004,2.2003152557476082
F1,0.015,0.56,6.435644937969239
F1,0.015,0.5800000000000001,4.821557605893929
F1,0.01,0.9800000000000004,2.1956150557373335
F1,0.015,0.6000000000000001,3.6085497278084784
F1,0.015,0.6200000000000001,2.8399268110694362
F1,0.015,0.7000000000000002,2.3325598390603037
F1,0.015,0.6400000000000001,2.6869166802373687
F1,0.015,0.6800000000000002,2.4397288948259535
F1,0.015,0.6600000000000001,2.5560305818304525
F1,0.015,0.7400000000000002,2.2862032492308684
F1,0.015,0.7200000000000002,2.298857180561714
F1,0.015,0.7600000000000002,2.2750038868983378
F1,0.015,0.7800000000000002,2.265049424878345
F1,0.015,0.8000000000000003,2.256143000517441
F1,0.015,0.8200000000000003,2.2479315998477025
F1,0.015,0.8800000000000003,2.226695314681337
F1,0.015,0.8600000000000003,2.233271458779163
F1,0.015,0.8400000000000003,2.2403265131365324
F1,0.015,0.9200000000000004,2.2148347774789716
F1,0.015,0.9000000000000004,2.2205452878586134
F1,0.015,0.9400000000000004,2.209479740554835
F1,0.015,0.9600000000000004,2.2044586350910547
F1,0.02,0.5,15.747564235818329
F1,0.02,0.56,6.729820467497375
F1,0.02,0.52,11.873630626011561
F1,0.02,0.54,8.944029811930754
F1,0.02,0.5800000000000001,5.057413959410865
F1,0.02,0.6600000000000001,2.5826001217450267
F1,0.02,0.6000000000000001,3.7952026124450136
F1,0.015,0.9800000000000004,2.199751126922028
F1,0.02,0.6200000000000001,2.873994367711968
F1,0.02,0.6400000000000001,2.716393187768322
F1,0.02,0.6800000000000002,2.463571141043883
F1,0.02,0.7000000000000002,2.3570910546715935
F1,0.02,0.7200000000000002,2.303956925501652
F1,0.02,0.7800000000000002,2.2702670274212764
F1,0.02,0.7400000000000002,2.291473036923147
F1,0.02,0.8200000000000003,2.253052910556054
F1,0.02,0.7600000000000002,2.280304469154822
F1,0.02,0.8000000000000003,2.2612245742835686
F1,0.02,0.8400000000000003,2.245681120276757
F1,0.02,0.8600000000000003,2.2389085068083645
F1,0.02,0.8800000000000003,2.23252131242195
F1,0.02,0.9000000000000004,2.2264920313237604
F1,0.02,0.9200000000000004,2.2207940885901163
F1,0.02,0.9400000000000004,2.2154018401674147
F1,0.025,0.52,11.950438953708055
F1,0.02,0.9600000000000004,2.2102905728721245
F1,0.025,0.5,15.758850026198136
F1,0.02,0.9800000000000004,2.2054365043907924
F1,0.025,0.54,9.05026884454286
F1,0.025,0.5800000000000001,5.166895901225207
F1,0.025,0.56,6.843821329991579
F1,0.025,0.6000000000000001,3.893866417883957
F1,0.025,0.6400000000000001,2.726767085262812
F1,0.025,0.6200000000000001,2.938578478996443
F1,0.025,0.6800000000000002,2.476521985614222
F1,0.025,0.6600000000000001,2.5930291434152597
F1,0.025,0.7000000000000002,2.369233486344763
F1,0.025,0.7600000000000002,2.2870773571390046
F1,0.025,0.7200000000000002,2.3096127335988346
F1,0.025,0.8000000000000003,2.268639019207006
F1,0.025,0.7800000000000002,2.277514698041845
F1,0.025,0.7400000000000002,2.2975319764126647
F1,0.025,0.8400000000000003,2.25272421939906
F1,0.025,0.8200000000000003,2.2604060477134698
F1,0.025,0.8800000000000003,2.2388006840677814
F1,0.025,0.8600000000000003,2.2455390134494926
F1,0.025,0.9600000000000004,2.215688272948647
F1,0.03,0.5,16.75689959673969
