system,latency,accuracy,diameter
F1,0.001,0.5303030303030303,9.449740400482971
F1,0.001,0.5353535353535354,8.76867515193123
F1,0.001,0.5252525252525253,10.183973321553061
F1,0.001,0.5151515151515151,11.829086262591408
F1,0.001,0.5,14.812122421487508
F1,0.001,0.5050505050505051,13.741846224147622
F1,0.001,0.5202020202020202,10.975575538482264
F1,0.001,0.5606060606060606,6.034382369419283
F1,0.001,0.5505050505050505,7.007010709470494
F1,0.001,0.5404040404040404,8.13688802126208
F1,0.001,0.5555555555555556,6.502498659742091
F1,0.001,0.5454545454545454,7.550777966163898
F1,0.001,0.5707070707070707,5.19693855885777
F1,0.001,0.5656565656565656,5.6000134107074535
F1,0.001,0.5757575757575758,4.8228851812504825
F1,0.001,0.5909090909090909,3.8545600806563516
F1,0.001,0.5858585858585859,4.153575312971012
F1,0.001,0.601010101010101,3.3194222700892575
F1,0.001,0.5808080808080808,4.4757477387226325
F1,0.001,0.6060606060606061,3.0803076180312465
F1,0.001,0.595959595959596,3.5770266610844668
F1,0.001,0.51010101010101,12.749409942374614
F1,0.001,0.6111111111111112,2.8679198886767217
F1,0.001,0.6161616161616161,2.7160431399063047
F1,0.001,0.6262626262626263,2.4791973008457755
F1,0.001,0.6212121212121212,2.590104291984186
F1,0.001,0.6313131313131313,2.3789269491525817
F1,0.001,0.6414141414141414,2.201449420216829
F1,0.001,0.6363636363636364,2.2868627302090307
F1,0.001,0.6464646464646464,2.1216097306733483
F1,0.001,0.6515151515151515,2.046546967597579
F1,0.001,0.6565656565656566,1.975653355665649
F1,0.001,0.6616161616161617,1.9084510474130683
F1,0.001,0.6666666666666667,1.8445505657711811
F1,0.001,0.6717171717171717,1.7836309605792868
F1,0.001,0.6767676767676768,1.7254247218551368
F1,0.001,0.6818181818181819,1.669703743352842
F1,0.001,0.6868686868686869,1.6162715433181163
F1,0.001,0.6919191919191919,1.5649575074160422
F1,0.001,0.696969696969697,1.5156130018978797
F1,0.001,0.702020202020202,1.4681050465796335
F1,0.001,0.7121212121212122,1.3781450540603926
F1,0.001,0.7070707070707071,1.4223178772019678
F1,0.001,0.7171717171717171,1.3354924703690902
F1,0.001,0.7222222222222222,1.2942744599062588
F1,0.001,0.7272727272727273,1.2544161188598826
F1,0.001,0.7323232323232324,1.2158439334545679
F1,0.001,0.7373737373737375,1.1784940837821452
F1,0.001,0.7424242424242424,1.1423093276363379
F1,0.001,0.7474747474747475,1.1072348872960844
F1,0.001,0.7575757575757576,1.0402211216848338
F1,0.001,0.7626262626262627,1.0081943883069027
F1,0.001,0.7525252525252526,1.073220656301572
F1,0.001,0.7676767676767677,0.9771019287192736
F1,0.001,0.7727272727272727,0.946908331222473
F1,0.001,0.7777777777777778,0.9175810444264872
F1,0.001,0.7828282828282829,0.8890905420120863
F1,0.001,0.7878787878787878,0.861412499920197
F1,0.001,0.7929292929292929,0.8345207782207831
F1,0.001,0.797979797979798,0.808396133008924
F1,0.001,0.803030303030303,0.7830212868759289
F1,0.001,0.8080808080808082,0.7583808067127495
F1,0.001,0.8131313131313131,0.734464139900752
F1,0.001,0.8181818181818182,0.7112603317488901
F1,0.001,0.8232323232323233,0.6887574119884984
F1,0.001,0.8282828282828283,0.6669358370348505
F1,0.001,0.8333333333333334,0.6457622162483518
F1,0.001,0.8383838383838385,0.6251908085459482
F1,0.001,0.8434343434343434,0.6051669001010848
F1,0.001,0.8484848484848485,0.5856390420275328
F1,0.001,0.8535353535353536,0.5665647689330187
F1,0.001,0.8585858585858586,0.5479040765295564
F1,0.001,0.8636363636363636,0.5296260930490925
F1,0.001,0.8686868686868687,0.5117070525547476
F1,0.001,0.8737373737373737,0.4941236034509247
F1,0.001,0.8787878787878789,0.4768565459768591
F1,0.001,0.8838383838383839,0.45989141017319746
F1,0.001,0.8888888888888888,0.44320982944455434
F1,0.001,0.893939393939394,0.4268036512073224
F1,0.001,0.898989898989899,0.41065795980592595
F1,0.001,0.9040404040404041,0.3947627247744626
F1,0.001,0.9090909090909092,0.37910841314769395
F1,0.001,0.9141414141414141,0.36368954394466607
F1,0.001,0.9191919191919192,0.3484959863621933
F1,0.001,0.9242424242424243,0.3335191730594208
F1,0.001,0.9292929292929293,0.31875706304485074
F1,0.001,0.9343434343434344,0.30420053358405386
F1,0.001,0.9393939393939394,0.2898456946350504
F1,0.001,0.9444444444444444,0.27568758554459494
F1,0.001,0.9494949494949496,0.26172209962388354
F1,0.001,0.9545454545454546,0.24794434401030307
F1,0.001,0.9595959595959596,0.23435316930830266
F1,0.001,1.0,0.21955770951758688
F1,0.001,0.9646464646464648,0.229421245269296
F1,0.002,0.5,15.655611262696429
F1,0.002,0.5050505050505051,14.520818886552567
F1,0.001,0.9696969696969697,0.22753810007428105
F1,0.002,0.51010101010101,13.468664053213288
F1,0.002,0.5151515151515151,12.493071906658091
F1,0.001,0.9747474747474748,0.2258588268096646
F1,0.002,0.5202020202020202,11.588419746651967
F1,0.002,0.5252525252525253,10.749502892896533
F1,0.002,0.5303030303030303,9.97150316557461
F1,0.001,0.9797979797979799,0.22434815164632538
F1,0.001,0.9848484848484849,0.22297568881066682
F1,0.001,0.98989898989899,0.22173024161072255
F1,0.002,0.5353535353535354,9.249959778630297
F1,0.001,0.994949494949495,0.2205937355941386
F1,0.002,0.5404040404040404,8.580742458224737
