latency,accuracy,system,diameter
0.004,0.5900000000000001,F1,2.225730074638623
0.004,0.5900000000000001,CC,6.094769436084469
0.004,0.6000000000000001,F1,2.2229816076935656
0.004,0.6000000000000001,CC,6.075111502970977
0.004,0.6100000000000001,F1,2.2203010041298796
0.004,0.6100000000000001,CC,6.05593895092214
0.004,0.6200000000000001,F1,2.2176882639475544
0.004,0.6200000000000001,CC,6.037251779937783
0.004,0.6300000000000001,F1,2.215143387146579
0.004,0.6300000000000001,CC,6.019049990017919
0.004,0.6400000000000001,F1,2.212666373726968
0.004,0.6400000000000001,CC,6.001333581162605
0.004,0.6500000000000001,F1,2.21032116551196
0.004,0.6500000000000001,CC,5.984102553371841
0.004,0.6600000000000001,F1,2.2083640784982634
0.004,0.6600000000000001,CC,5.967356906645627
0.004,0.6700000000000002,F1,2.2064637186443896
0.004,0.6700000000000002,CC,5.951096640983849
0.004,0.6800000000000002,F1,2.2046200859503315
0.004,0.6800000000000002,CC,5.935321756386685
0.004,0.6900000000000002,F1,2.2028331804160963
0.004,0.6900000000000002,CC,5.920032252853986
0.004,0.7000000000000002,F1,2.2011030020416698
0.004,0.7000000000000002,CC,5.905228130385893
0.004,0.7100000000000002,F1,2.1994295508270625
0.004,0.7100000000000002,CC,5.890909388982273
0.004,0.7200000000000002,F1,2.1978128267722745
0.004,0.7200000000000002,CC,5.877076028643145
0.004,0.7300000000000002,F1,2.1962528298773023
0.004,0.7300000000000002,CC,5.8637280493686745
0.004,0.7400000000000002,F1,2.1947495601421494
0.004,0.7400000000000002,CC,5.850865451158619
0.004,0.7500000000000002,F1,2.1933030175668122
0.004,0.7500000000000002,CC,5.83848823401307
0.004,0.7600000000000002,F1,2.1919132021512944
0.004,0.7600000000000002,CC,5.826596397932171
0.004,0.7700000000000002,F1,2.1907465688039096
0.004,0.7700000000000002,CC,5.81518994291573
0.004,0.7800000000000002,F1,2.1897056543756825
0.004,0.7800000000000002,CC,5.804268868963831
0.004,0.7900000000000003,F1,2.188711002810937
0.004,0.7900000000000003,CC,5.793833176076419
0.004,0.8000000000000003,F1,2.187762614109676
0.004,0.8000000000000003,CC,5.783882864253627
0.004,0.8100000000000003,F1,2.1868604882718756
0.004,0.8100000000000003,CC,5.774417933495307
0.004,0.8200000000000003,F1,2.1860046252975636
0.004,0.8200000000000003,CC,5.7654383838015235
0.004,0.8300000000000003,F1,2.185195025186726
0.004,0.8300000000000003,CC,5.75694421517219
0.004,0.8400000000000003,F1,2.1844316879393624
0.004,0.8400000000000003,CC,5.748935427607492
0.004,0.8500000000000003,F1,2.1837146135554697
0.004,0.8500000000000003,CC,5.741412021107337
0.004,0.8600000000000003,F1,2.1830438020350655
0.004,0.8600000000000003,CC,5.734373995671632
0.004,0.8700000000000003,F1,2.182419253378132
0.004,0.8700000000000003,CC,5.727821351300548
0.004,0.8800000000000003,F1,2.1818409675846766
0.004,0.8800000000000003,CC,5.721754087993837
0.004,0.8900000000000003,F1,2.1813089446546954
0.004,0.8900000000000003,CC,5.716172205751796
0.004,0.9000000000000004,F1,2.1808231845881885
0.004,0.9000000000000004,CC,5.711075704574199
0.004,0.9100000000000004,F1,2.1803836873851665
0.004,0.9100000000000004,CC,5.706464584461202
0.004,0.9200000000000004,F1,2.179990453045612
0.004,0.9200000000000004,CC,5.702338845412726
0.004,0.9300000000000004,F1,2.179643481569542
0.004,0.9300000000000004,CC,5.698698487428764
0.004,0.9400000000000004,F1,2.179342772956943
0.004,0.9400000000000004,CC,5.695543510509346
0.004,0.9500000000000004,F1,2.179088327207829
0.004,0.9500000000000004,CC,5.692873914654413
0.004,0.9600000000000004,F1,2.178880144322182
0.004,0.9600000000000004,CC,5.690689699863995
0.004,0.9700000000000004,F1,2.178718224300013
0.004,0.9700000000000004,CC,5.688990866138127
0.004,0.9800000000000004,F1,2.178602567141322
0.004,0.9800000000000004,CC,5.687777413476823
0.004,0.9900000000000004,F1,2.178533172846109
0.004,0.9900000000000004,CC,5.687049114105072
0.005,0.5,F1,2.259729701763753
0.005,0.5,CC,6.442824561629209
0.005,0.51,F1,2.254870364685896
0.005,0.51,CC,6.4176003221611815
0.005,0.52,F1,2.2506380204478056
0.005,0.52,CC,6.392885663288521
0.005,0.53,F1,2.2467119915598914
0.005,0.53,CC,6.368680585011191
0.005,0.54,F1,2.2428686159117177
0.005,0.54,CC,6.344985087329164
0.005,0.55,F1,2.239107893503295
0.005,0.55,CC,6.321799170242414
0.005,0.56,F1,2.2354298243346022
0.005,0.56,CC,6.299122833751003
0.005,0.5700000000000001,F1,2.231834408405671
0.005,0.5700000000000001,CC,6.277017182052106
0.005,0.5800000000000001,F1,2.22885461866845
0.005,0.5800000000000001,CC,6.255458144818551
0.005,0.5900000000000001,F1,2.2260366941066714
0.005,0.5900000000000001,CC,6.234406379049336
0.005,0.6000000000000001,F1,2.2232866713415724
0.005,0.6000000000000001,CC,6.213861884744443
0.005,0.6100000000000001,F1,2.2206045503731318
0.005,0.6100000000000001,CC,6.193824661903875
0.005,0.6200000000000001,F1,2.217990331201367
0.005,0.6200000000000001,CC,6.17429471052759
0.005,0.6300000000000001,F1,2.2154440138262643
0.005,0.6300000000000001,CC,6.155272030615674
0.005,0.6400000000000001,F1,2.2129655982478305
0.005,0.6400000000000001,CC,6.136756622168047
0.005,0.6500000000000001,F1,2.210555084466069
0.005,0.6500000000000001,CC,6.118748485184721
0.005,0.6600000000000001,F1,2.208212472480991
0.005,0.6600000000000001,CC,6.101247619665731
0.005,0.6700000000000002,F1,2.206387323512569
0.005,0.6700000000000002,CC,6.0842540256110595
0.005,0.6800000000000002,F1,2.204630126269162
0.005,0.6800000000000002,CC,6.067767703020696
0.005,0.6900000000000002,F1,2.2029269966332485
0.005,0.6900000000000002,CC,6.051788651894686
0.005,0.7000000000000002,F1,2.2012779346048177
0.005,0.7000000000000002,CC,6.03631687223292
0.005,0.7100000000000002,F1,2.1996829401838873
0.005,0.7100000000000002,CC,6.021412777640137
0.005,0.7200000000000002,F1,2.198142013370436
0.005,0.7200000000000002,CC,6.007018835920963
0.005,0.7300000000000002,F1,2.1966551541644748
0.005,0.7300000000000002,CC,5.99312994478835
0.005,0.7400000000000002,F1,2.1952223625660103
0.005,0.7400000000000002,CC,5.979746104242405
0.005,0.7500000000000002,F1,2.1938436385750286
0.005,0.7500000000000002,CC,5.966867314283075
0.005,0.7600000000000002,F1,2.192518982191544
0.005,0.7600000000000002,CC,5.954493574910469
0.005,0.7700000000000002,F1,2.1912483934155347
0.005,0.7700000000000002,CC,5.942624886124435
0.005,0.7800000000000002,F1,2.190031872247026
0.005,0.7800000000000002,CC,5.931261247925033
0.005,0.7900000000000003,F1,2.1888694186860036
0.005,0.7900000000000003,CC,5.920402660312277
0.005,0.8000000000000003,F1,2.1877610327324746
0.005,0.8000000000000003,CC,5.9100491232862105
0.005,0.8100000000000003,F1,2.1867067143864283
0.005,0.8100000000000003,CC,5.900200636846741
0.005,0.8200000000000003,F1,2.1857064636478825
0.005,0.8200000000000003,CC,5.890857200993921
0.005,0.8300000000000003,F1,2.1847602805168087
0.005,0.8300000000000003,CC,5.882018815727683
0.005,0.8400000000000003,F1,2.1838785593426593
0.005,0.8400000000000003,CC,5.873685481048199
0.005,0.8500000000000003,F1,2.1832380713323047
0.005,0.8500000000000003,CC,5.865857196955275
0.005,0.8600000000000003,F1,2.182638905129064
0.005,0.8600000000000003,CC,5.858533963448998
0.005,0.8700000000000003,F1,2.182081060732944
0.005,0.8700000000000003,CC,5.851715780529425
0.005,0.8800000000000003,F1,2.181564538143949
0.005,0.8800000000000003,CC,5.845402648196348
0.005,0.8900000000000003,F1,2.1810893373620743
0.005,0.8900000000000003,CC,5.839594566450053
0.005,0.9000000000000004,F1,2.1806554583873137
0.005,0.9000000000000004,CC,5.834291535290319
0.005,0.9100000000000004,F1,2.1802629012196775
0.005,0.9100000000000004,CC,5.829493554717224
0.005,0.9200000000000004,F1,2.179911665859155
0.005,0.9200000000000004,CC,5.825200624730805
0.005,0.9300000000000004,F1,2.1796017523057643
0.005,0.9300000000000004,CC,5.821412745330996
0.005,0.9400000000000004,F1,2.1793331605594872
0.005,0.9400000000000004,CC,5.818129916517897
0.005,0.9500000000000004,F1,2.1791058906203205
0.005,0.9500000000000004,CC,5.815352138291331
0.005,0.9600000000000004,F1,2.178919942488289
0.005,0.9600000000000004,CC,5.813079410651461
0.005,0.9700000000000004,F1,2.178775316163364
0.005,0.9700000000000004,CC,5.811311733598231
0.005,0.9800000000000004,F1,2.1786720116455633
0.005,0.9800000000000004,CC,5.810049107131647
0.005,0.9900000000000004,F1,2.1786100289348838
0.005,0.9900000000000004,CC,5.8092915312516595
0.006,0.5,F1,2.2602095796731483
0.006,0.5,CC,6.4412823809354975
0.006,0.51,F1,2.255658910056816
0.006,0.51,CC,6.416120601025614
0.006,0.52,F1,2.251200173160001
0.006,0.52,CC,6.391467139901884
0.006,0.53,F1,2.24683336898271
0.006,0.53,CC,6.367321997564112
0.006,0.54,F1,2.2425584975249393
0.006,0.54,CC,6.343685174012439
0.006,0.55,F1,2.2391742110942303
0.006,0.55,CC,6.320556669246791
0.006,0.56,F1,2.235893086220198
0.006,0.56,CC,6.297936483267218
0.006,0.5700000000000001,F1,2.232685694489401
0.006,0.5700000000000001,CC,6.275824616073741
0.006,0.5800000000000001,F1,2.2295520359018433
0.006,0.5800000000000001,CC,6.254283529807065
0.006,0.5900000000000001,F1,2.2264921104575244
0.006,0.5900000000000001,CC,6.233302579931351
0.006,0.6000000000000001,F1,2.2235059181564374
0.006,0.6000000000000001,CC,6.212827195112929
0.006,0.6100000000000001,F1,2.220593458998593
0.006,0.6100000000000001,CC,6.192857375351689
0.006,0.6200000000000001,F1,2.2177547329839804
0.006,0.6200000000000001,CC,6.173393120647752
0.006,0.6300000000000001,F1,2.215002419992164
0.006,0.6300000000000001,CC,6.154434431001004
0.006,0.6400000000000001,F1,2.2129304286821707
0.006,0.6400000000000001,CC,6.135981306411548
0.006,0.6500000000000001,F1,2.2109152042573754
0.006,0.6500000000000001,CC,6.118033746879284
0.006,0.6600000000000001,F1,2.208956746717792
0.006,0.6600000000000001,CC,6.100591752404348
0.006,0.6700000000000002,F1,2.2070550560634175
0.006,0.6700000000000002,CC,6.083655322986637
0.006,0.6800000000000002,F1,2.205210132294244
0.006,0.6800000000000002,CC,6.067224458626132
0.006,0.6900000000000002,F1,2.2034219754102757
0.006,0.6900000000000002,CC,6.051299159322898
0.006,0.7000000000000002,F1,2.2016905854115123
0.006,0.7000000000000002,CC,6.035879425076864
0.006,0.7100000000000002,F1,2.2000159622979574
0.006,0.7100000000000002,CC,6.020965255888147
0.006,0.7200000000000002,F1,2.198398106069604
0.006,0.7200000000000002,CC,6.006556651756629
0.006,0.7300000000000002,F1,2.1968370167264624
0.006,0.7300000000000002,CC,5.992653612682339
0.006,0.7400000000000002,F1,2.1953326942685187
0.006,0.7400000000000002,CC,5.979256138665342
0.006,0.7500000000000002,F1,2.19388513869578
0.006,0.7500000000000002,CC,5.966364229705583
0.006,0.7600000000000002,F1,2.1924943500082463
0.006,0.7600000000000002,CC,5.953977885803088
0.006,0.7700000000000002,F1,2.1911603282059247
0.006,0.7700000000000002,CC,5.942158270475733
0.006,0.7800000000000002,F1,2.189883073288808
0.006,0.7800000000000002,CC,5.930842151780794
0.006,0.7900000000000003,F1,2.1886625852568926
0.006,0.7900000000000003,CC,5.9200289716945775
0.006,0.8000000000000003,F1,2.1874988641101822
0.006,0.8000000000000003,CC,5.909718730216952
0.006,0.8100000000000003,F1,2.1863919098486804
0.006,0.8100000000000003,CC,5.899911427348044
0.006,0.8200000000000003,F1,2.18555954510348
0.006,0.8200000000000003,CC,5.890607063087785
0.006,0.8300000000000003,F1,2.184836429324477
0.006,0.8300000000000003,CC,5.8818056374361944
0.006,0.8400000000000003,F1,2.1841546344471254
0.006,0.8400000000000003,CC,5.873507150393259
0.006,0.8500000000000003,F1,2.183514160471443
0.006,0.8500000000000003,CC,5.865711601958971
0.006,0.8600000000000003,F1,2.1829150073974084
0.006,0.8600000000000003,CC,5.8584189921333945
0.006,0.8700000000000003,F1,2.1823571752250395
0.006,0.8700000000000003,CC,5.851629320916402
0.006,0.8800000000000003,F1,2.181840663954322
0.006,0.8800000000000003,CC,5.845342588308121
0.006,0.8900000000000003,F1,2.1813654735852595
0.006,0.8900000000000003,CC,5.839558794308509
0.006,0.9000000000000004,F1,2.180931604117859
0.006,0.9000000000000004,CC,5.834277938917523
0.006,0.9100000000000004,F1,2.180539055552117
0.006,0.9100000000000004,CC,5.829500022135264
0.006,0.9200000000000004,F1,2.1801878278880302
0.006,0.9200000000000004,CC,5.825225043961616
0.006,0.9300000000000004,F1,2.179877921125602
0.006,0.9300000000000004,CC,5.821453004396702
0.006,0.9400000000000004,F1,2.1796093352648214
0.006,0.9400000000000004,CC,5.8181839034403495
