latency,accuracy,system,diameter
0.045,0.7300000000000002,F1,2.245106391193353
0.045,0.7300000000000002,CC,5.969641251848568
0.045,0.7400000000000002,F1,2.243163304011091
0.045,0.7400000000000002,CC,5.957804880200481
0.045,0.7500000000000002,F1,2.2412935408734427
0.045,0.7500000000000002,CC,5.946415164086286
0.045,0.7600000000000002,F1,2.239497101780408
0.045,0.7600000000000002,CC,5.935472103505983
0.045,0.7700000000000002,F1,2.2377739867319875
0.045,0.7700000000000002,CC,5.924975698459569
0.045,0.7800000000000002,F1,2.2361241957281806
0.045,0.7800000000000002,CC,5.914925948947037
0.045,0.7900000000000003,F1,2.2345477287689874
0.045,0.7900000000000003,CC,5.905322854968404
0.045,0.8000000000000003,F1,2.2330445858544046
0.045,0.8000000000000003,CC,5.896166416523663
0.045,0.8100000000000003,F1,2.231614766984439
0.045,0.8100000000000003,CC,5.887456633612821
0.045,0.8200000000000003,F1,2.2302582721590873
0.045,0.8200000000000003,CC,5.879193506235858
0.045,0.8300000000000003,F1,2.2289751013783494
0.045,0.8300000000000003,CC,5.871377034392779
0.045,0.8400000000000003,F1,2.2277652546422217
0.045,0.8400000000000003,CC,5.864007218083586
0.045,0.8500000000000003,F1,2.2266287319507114
0.045,0.8500000000000003,CC,5.857084057308313
0.045,0.8600000000000003,F1,2.2255655333038113
0.045,0.8600000000000003,CC,5.850607552066904
0.045,0.8700000000000003,F1,2.2245756587015286
0.045,0.8700000000000003,CC,5.844577702359381
0.045,0.8800000000000003,F1,2.223659108143856
0.045,0.8800000000000003,CC,5.838994508185756
0.045,0.8900000000000003,F1,2.222815881630801
0.045,0.8900000000000003,CC,5.833857969546024
0.045,0.9000000000000004,F1,2.222045979162356
0.045,0.9000000000000004,CC,5.829168086440177
0.045,0.9100000000000004,F1,2.221349400738525
0.045,0.9100000000000004,CC,5.824924858868229
0.045,0.9200000000000004,F1,2.2207261463593113
0.045,0.9200000000000004,CC,5.8211282868301595
0.045,0.9300000000000004,F1,2.220176216024708
0.045,0.9300000000000004,CC,5.817778178765131
0.045,0.9400000000000004,F1,2.219699609734718
0.045,0.9400000000000004,CC,5.814874968617119
0.045,0.9500000000000004,F1,2.219296327489346
0.045,0.9500000000000004,CC,5.812418317384854
0.045,0.9600000000000004,F1,2.2189663692885837
0.045,0.9600000000000004,CC,5.810408434634752
0.045,0.9700000000000004,F1,2.2187097351324354
0.045,0.9700000000000004,CC,5.808844137223275
0.045,0.9800000000000004,F1,2.218526425020901
0.045,0.9800000000000004,CC,5.807728121957943
0.045,0.9900000000000004,F1,2.21841643895398
0.045,0.9900000000000004,CC,5.807058512798747
0.046,0.5,F1,2.3134941081393308
0.046,0.5,CC,6.376611851324679
0.046,0.51,F1,2.3097386303667697
0.046,0.51,CC,6.354328259566351
0.046,0.52,F1,2.3060590208320377
0.046,0.52,CC,6.332494841378871
0.046,0.53,F1,2.3024552795351347
0.046,0.53,CC,6.311111596762295
0.046,0.54,F1,2.2989274064760643
0.046,0.54,CC,6.290178525716595
0.046,0.55,F1,2.2954754016548193
0.046,0.55,CC,6.269695628241756
0.046,0.56,F1,2.292099265071407
0.046,0.56,CC,6.249662904337804
0.046,0.5700000000000001,F1,2.2887989967258235
0.046,0.5700000000000001,CC,6.230080354004706
0.046,0.5800000000000001,F1,2.285574596618069
0.046,0.5800000000000001,CC,6.210947977242515
0.046,0.5900000000000001,F1,2.282426064748144
0.046,0.5900000000000001,CC,6.192265774051172
0.046,0.6000000000000001,F1,2.2793534011160475
0.046,0.6000000000000001,CC,6.174033744430698
0.046,0.6100000000000001,F1,2.2763566057217837
0.046,0.6100000000000001,CC,6.1562518883811315
0.046,0.6200000000000001,F1,2.2734356785653453
0.046,0.6200000000000001,CC,6.138920205902444
0.046,0.6300000000000001,F1,2.2705906196467396
0.046,0.6300000000000001,CC,6.122038696994597
0.046,0.6400000000000001,F1,2.267821428965963
0.046,0.6400000000000001,CC,6.105607361657654
0.046,0.6500000000000001,F1,2.265128106523015
0.046,0.6500000000000001,CC,6.089626199891573
0.046,0.6600000000000001,F1,2.2625106523178964
0.046,0.6600000000000001,CC,6.074095211696378
0.046,0.6700000000000002,F1,2.2599690663506067
0.046,0.6700000000000002,CC,6.0590143970720405
0.046,0.6800000000000002,F1,2.2575033486211495
0.046,0.6800000000000002,CC,6.044383756018583
0.046,0.6900000000000002,F1,2.255113499129518
0.046,0.6900000000000002,CC,6.030203288536008
0.046,0.7000000000000002,F1,2.2527995178757187
0.046,0.7000000000000002,CC,6.016472994624291
0.046,0.7100000000000002,F1,2.2505614048597486
0.046,0.7100000000000002,CC,6.003192874283464
0.046,0.7200000000000002,F1,2.2483991600816076
0.046,0.7200000000000002,CC,5.990362927513537
0.046,0.7300000000000002,F1,2.2463127835412955
0.046,0.7300000000000002,CC,5.977983154314451
0.046,0.7400000000000002,F1,2.2443022752388124
0.046,0.7400000000000002,CC,5.966053554686237
0.046,0.7500000000000002,F1,2.242367635174162
0.046,0.7500000000000002,CC,5.954574128628916
0.046,0.7600000000000002,F1,2.240508863347337
0.046,0.7600000000000002,CC,5.943544876142486
0.046,0.7700000000000002,F1,2.2387259597583444
0.046,0.7700000000000002,CC,5.93296579722691
0.046,0.7800000000000002,F1,2.237018924407181
0.046,0.7800000000000002,CC,5.92283689188222
0.046,0.7900000000000003,F1,2.2353877572938465
0.046,0.7900000000000003,CC,5.913158160108388
0.046,0.8000000000000003,F1,2.233832458418341
0.046,0.8000000000000003,CC,5.903929601905439
0.046,0.8100000000000003,F1,2.2323530277806647
0.046,0.8100000000000003,CC,5.895151217273369
0.046,0.8200000000000003,F1,2.230949465380821
0.046,0.8200000000000003,CC,5.886823006212175
0.046,0.8300000000000003,F1,2.2296217712188025
0.046,0.8300000000000003,CC,5.878944968721861
0.046,0.8400000000000003,F1,2.2283699452946166
0.046,0.8400000000000003,CC,5.871517104802397
0.046,0.8500000000000003,F1,2.22719398760826
0.046,0.8500000000000003,CC,5.864539414453819
0.046,0.8600000000000003,F1,2.226093898159732
0.046,0.8600000000000003,CC,5.858011897676128
0.046,0.8700000000000003,F1,2.2250696769490332
0.046,0.8700000000000003,CC,5.851934554469324
0.046,0.8800000000000003,F1,2.2241213239761635
0.046,0.8800000000000003,CC,5.8463073848333735
0.046,0.8900000000000003,F1,2.2232488392411227
0.046,0.8900000000000003,CC,5.841130388768299
0.046,0.9000000000000004,F1,2.2224522227439145
0.046,0.9000000000000004,CC,5.836403566274122
0.046,0.9100000000000004,F1,2.2217314744845353
0.046,0.9100000000000004,CC,5.8321269173507915
0.046,0.9200000000000004,F1,2.2210865944629816
0.046,0.9200000000000004,CC,5.8283004419983655
0.046,0.9300000000000004,F1,2.2205175826792605
0.046,0.9300000000000004,CC,5.824924140216794
0.046,0.9400000000000004,F1,2.220024439133372
0.046,0.9400000000000004,CC,5.821998012006098
0.046,0.9500000000000004,F1,2.2196071638253088
0.046,0.9500000000000004,CC,5.8195219057801
0.046,0.9600000000000004,F1,2.2192657567550746
0.046,0.9600000000000004,CC,5.817495973775721
0.046,0.9700000000000004,F1,2.219000217922673
0.046,0.9700000000000004,CC,5.815920498630867
0.046,0.9800000000000004,F1,2.218810547328097
0.046,0.9800000000000004,CC,5.814794231409785
0.046,0.9900000000000004,F1,2.2186967449713535
0.046,0.9900000000000004,CC,5.814119723650208
0.047,0.5,F1,2.316887616614789
0.047,0.5,CC,6.383371308999983
0.047,0.51,F1,2.3130053331541056
0.047,0.51,CC,6.360901166743307
0.047,0.52,F1,2.309201479662324
0.047,0.52,CC,6.338884966754453
0.047,0.53,F1,2.305476056139444
0.047,0.53,CC,6.317322709033405
0.047,0.54,F1,2.3018290625854654
0.047,0.54,CC,6.296214393580172
0.047,0.55,F1,2.298260499000392
0.047,0.55,CC,6.275560020394746
0.047,0.56,F1,2.2947703653842204
0.047,0.56,CC,6.255359589477138
0.047,0.5700000000000001,F1,2.291358661736954
0.047,0.5700000000000001,CC,6.2356131008273366
0.047,0.5800000000000001,F1,2.288025388058589
0.047,0.5800000000000001,CC,6.216320554445357
0.047,0.5900000000000001,F1,2.2847705443491257
0.047,0.5900000000000001,CC,6.1974819503311664
0.047,0.6000000000000001,F1,2.281594130608564
0.047,0.6000000000000001,CC,6.179097288484801
0.047,0.6100000000000001,F1,2.2784961468369076
0.047,0.6100000000000001,CC,6.161166568906253
0.047,0.6200000000000001,F1,2.2754765930341527
0.047,0.6200000000000001,CC,6.143689791595502
0.047,0.6300000000000001,F1,2.2725354692002995
0.047,0.6300000000000001,CC,6.126666956552558
0.047,0.6400000000000001,F1,2.2696727753353514
0.047,0.6400000000000001,CC,6.110098063777453
0.047,0.6500000000000001,F1,2.266888511439305
0.047,0.6500000000000001,CC,6.093983113270131
0.047,0.6600000000000001,F1,2.26418267751216
0.047,0.6600000000000001,CC,6.078322105030626
0.047,0.6700000000000002,F1,2.261555273553917
0.047,0.6700000000000002,CC,6.063115039058946
0.047,0.6800000000000002,F1,2.2590062995645788
0.047,0.6800000000000002,CC,6.048361915355084
0.047,0.6900000000000002,F1,2.256535755544146
0.047,0.6900000000000002,CC,6.034062733919015
0.047,0.7000000000000002,F1,2.254143641492611
0.047,0.7000000000000002,CC,6.020217494750764
0.047,0.7100000000000002,F1,2.2518299574099814
0.047,0.7100000000000002,CC,6.00682619785033
0.047,0.7200000000000002,F1,2.2495947032962533
0.047,0.7200000000000002,CC,5.993888843217693
0.047,0.7300000000000002,F1,2.247437879151427
0.047,0.7300000000000002,CC,5.98140543085287
0.047,0.7400000000000002,F1,2.2453594849755056
0.047,0.7400000000000002,CC,5.96937596075588
0.047,0.7500000000000002,F1,2.243359520768486
0.047,0.7500000000000002,CC,5.957800432926675
0.047,0.7600000000000002,F1,2.2414379865303715
0.047,0.7600000000000002,CC,5.946678847365295
0.047,0.7700000000000002,F1,2.239594882261155
0.047,0.7700000000000002,CC,5.9360112040717325
0.047,0.7800000000000002,F1,2.237830207960844
0.047,0.7800000000000002,CC,5.925797503045967
0.047,0.7900000000000003,F1,2.236143963629438
0.047,0.7900000000000003,CC,5.916037744288015
0.047,0.8000000000000003,F1,2.23453614926693
0.047,0.8000000000000003,CC,5.906731927797868
0.047,0.8100000000000003,F1,2.233006764873327
0.047,0.8100000000000003,CC,5.897880053575548
0.047,0.8200000000000003,F1,2.2315558104486257
0.047,0.8200000000000003,CC,5.889482121621054
0.047,0.8300000000000003,F1,2.2301832859928297
0.047,0.8300000000000003,CC,5.8815381319343345
0.047,0.8400000000000003,F1,2.2288891915059352
0.047,0.8400000000000003,CC,5.8740480845154615
0.047,0.8500000000000003,F1,2.2276735269879424
0.047,0.8500000000000003,CC,5.867011979364374
0.047,0.8600000000000003,F1,2.226536292438851
0.047,0.8600000000000003,CC,5.860429816481112
0.047,0.8700000000000003,F1,2.225477487858665
0.047,0.8700000000000003,CC,5.854301595865646
0.047,0.8800000000000003,F1,2.2244971132473808
0.047,0.8800000000000003,CC,5.848627317518005
0.047,0.8900000000000003,F1,2.2235951686050015
0.047,0.8900000000000003,CC,5.843406981438168
0.047,0.9000000000000004,F1,2.222771653931524
0.047,0.9000000000000004,CC,5.838640587626152
0.047,0.9100000000000004,F1,2.222026569226948
0.047,0.9100000000000004,CC,5.834328136081957
0.047,0.9200000000000004,F1,2.2213599144912735
0.047,0.9200000000000004,CC,5.830469626805538
0.047,0.9300000000000004,F1,2.2207716897245042
0.047,0.9300000000000004,CC,5.827065059796951
0.047,0.9400000000000004,F1,2.2202618949266366
0.047,0.9400000000000004,CC,5.824114435056188
0.047,0.9500000000000004,F1,2.2198305300976706
0.047,0.9500000000000004,CC,5.821617752583222
0.047,0.9600000000000004,F1,2.2194775952376062
0.047,0.9600000000000004,CC,5.81957501237806
0.047,0.9700000000000004,F1,2.219203090346447
0.047,0.9700000000000004,CC,5.817986117797659
0.047,0.9800000000000004,F1,2.219007015424193
0.047,0.9800000000000004,CC,5.8168511286042275
0.047,0.9900000000000004,F1,2.218889370470837
0.047,0.9900000000000004,CC,5.816169812246912
0.048,0.5,F1,2.320218576081494
0.048,0.5,CC,6.384952213409509
0.048,0.51,F1,2.3162086612857706
0.048,0.51,CC,6.3623077466100035
0.048,0.52,F1,2.3122797548697562
0.048,0.52,CC,6.3401207437862475
0.048,0.53,F1,2.3084318568334545
0.048,0.53,CC,6.318391204938223
0.048,0.54,F1,2.3046649671768655
0.048,0.54,CC,6.297119130065951
0.048,0.55,F1,2.3009790858999892
0.048,0.55,CC,6.276304519169443
0.048,0.56,F1,2.297374213002822
0.048,0.56,CC,6.255947372248681
0.048,0.5700000000000001,F1,2.2938503484853676
0.048,0.5700000000000001,CC,6.236047689303621
0.048,0.5800000000000001,F1,2.290407492347626
0.048,0.5800000000000001,CC,6.216605470334358
0.048,0.5900000000000001,F1,2.2870456445895933
0.048,0.5900000000000001,CC,6.1976207153408325
0.048,0.6000000000000001,F1,2.2837648052112733
0.048,0.6000000000000001,CC,6.179093424323042
0.048,0.6100000000000001,F1,2.280564974212666
0.048,0.6100000000000001,CC,6.161023597281002
0.048,0.6200000000000001,F1,2.277446151593768
0.048,0.6200000000000001,CC,6.14341123421471
0.048,0.6300000000000001,F1,2.2744083373545827
0.048,0.6300000000000001,CC,6.126256335124182
0.048,0.6400000000000001,F1,2.27145153149511
0.048,0.6400000000000001,CC,6.1095589000093895
0.048,0.6500000000000001,F1,2.2685757340153465
0.048,0.6500000000000001,CC,6.0933189288703495
0.048,0.6600000000000001,F1,2.2657809449152957
0.048,0.6600000000000001,CC,6.077536421707052
0.048,0.6700000000000002,F1,2.2630671641949576
0.048,0.6700000000000002,CC,6.062211378519507
0.048,0.6800000000000002,F1,2.260434391854332
0.048,0.6800000000000002,CC,6.047343799307686
0.048,0.6900000000000002,F1,2.257882627893416
0.048,0.6900000000000002,CC,6.032933684071651
0.048,0.7000000000000002,F1,2.2554118723122123
0.048,0.7000000000000002,CC,6.018981032811343
0.048,0.7100000000000002,F1,2.2530221251107214
0.048,0.7100000000000002,CC,6.005485845526778
0.048,0.7200000000000002,F1,2.2507133862889397
0.048,0.7200000000000002,CC,5.992448122217979
0.048,0.7300000000000002,F1,2.2484856558468707
0.048,0.7300000000000002,CC,5.979867862884916
0.048,0.7400000000000002,F1,2.2463389337845143
0.048,0.7400000000000002,CC,5.967745067527591
0.048,0.7500000000000002,F1,2.244273220101867
0.048,0.7500000000000002,CC,5.956079736146034
0.048,0.7600000000000002,F1,2.2422885147989327
0.048,0.7600000000000002,CC,5.944871868740222
0.048,0.7700000000000002,F1,2.240384817875711
0.048,0.7700000000000002,CC,5.934121465310131
0.048,0.7800000000000002,F1,2.2385621293321982
0.048,0.7800000000000002,CC,5.923828525855825
0.048,0.7900000000000003,F1,2.2368204491683983
0.048,0.7900000000000003,CC,5.913993050377243
0.048,0.8000000000000003,F1,2.235159777384311
0.048,0.8000000000000003,CC,5.9046150388744145
0.048,0.8100000000000003,F1,2.2335801139799365
0.048,0.8100000000000003,CC,5.895694491347342
0.048,0.8200000000000003,F1,2.232081458955271
0.048,0.8200000000000003,CC,5.887231407795994
0.048,0.8300000000000003,F1,2.2306638123103184
0.048,0.8300000000000003,CC,5.879225788220424
0.048,0.8400000000000003,F1,2.229327174045075
0.048,0.8400000000000003,CC,5.871677632620575
0.048,0.8500000000000003,F1,2.2280715441595476
0.048,0.8500000000000003,CC,5.864586940996482
0.048,0.8600000000000003,F1,2.2268969226537294
0.048,0.8600000000000003,CC,5.857953713348152
0.048,0.8700000000000003,F1,2.2258033095276204
0.048,0.8700000000000003,CC,5.851777949675558
0.048,0.8800000000000003,F1,2.2247907047812276
0.048,0.8800000000000003,CC,5.846059649978706
0.048,0.8900000000000003,F1,2.223859108414544
0.048,0.8900000000000003,CC,5.840798814257603
0.048,0.9000000000000004,F1,2.223008520427573
0.048,0.9000000000000004,CC,5.835995442512257
0.048,0.9100000000000004,F1,2.2222389408203114
0.048,0.9100000000000004,CC,5.8316495347426525
0.048,0.9200000000000004,F1,2.2215503695927623
0.048,0.9200000000000004,CC,5.827761090948798
0.048,0.9300000000000004,F1,2.220942806744926
0.048,0.9300000000000004,CC,5.824330111130692
0.048,0.9400000000000004,F1,2.2204162522767987
0.048,0.9400000000000004,CC,5.821356595288329
0.048,0.9500000000000004,F1,2.2199707061883878
0.048,0.9500000000000004,CC,5.818840543421722
0.048,0.9600000000000004,F1,2.219606168479686
0.048,0.9600000000000004,CC,5.816781955530857
0.048,0.9700000000000004,F1,2.2193226391506933
0.048,0.9700000000000004,CC,5.815180831615741
0.048,0.9800000000000004,F1,2.2191201182014133
0.048,0.9800000000000004,CC,5.81403713197551
0.048,0.9900000000000004,F1,2.218998605631846
0.048,0.9900000000000004,CC,5.813349954268325
0.049,0.5,F1,2.323490077220324
0.049,0.5,CC,6.381496472398304
0.049,0.51,F1,2.319351746239633
0.049,0.51,CC,6.358689844083674
0.049,0.52,F1,2.315297017905017
0.049,0.52,CC,6.336343955734996
0.049,0.53,F1,2.311325892216473
0.049,0.53,CC,6.314458807352263
0.049,0.54,F1,2.3074383691740046
0.049,0.54,CC,6.293034398935486
0.049,0.55,F1,2.3036344487776113
0.049,0.55,CC,6.272070730484664
0.049,0.56,F1,2.2999141310272933
0.049,0.56,CC,6.251567801999794
0.049,0.5700000000000001,F1,2.2962774159230506
0.049,0.5700000000000001,CC,6.231525613480876
0.049,0.5800000000000001,F1,2.2927243034648797
0.049,0.5800000000000001,CC,6.211944164927907
0.049,0.5900000000000001,F1,2.289254793652784
0.049,0.5900000000000001,CC,6.192823456340882
0.049,0.6000000000000001,F1,2.285868886486764
0.049,0.6000000000000001,CC,6.174163487719827
0.049,0.6100000000000001,F1,2.282566581966819
0.049,0.6100000000000001,CC,6.1559642590646995
0.049,0.6200000000000001,F1,2.279347880092949
0.049,0.6200000000000001,CC,6.138225770375534
0.049,0.6300000000000001,F1,2.2762127808651513
0.049,0.6300000000000001,CC,6.120948021652321
0.049,0.6400000000000001,F1,2.273161284283429
0.049,0.6400000000000001,CC,6.104131012895074
0.049,0.6500000000000001,F1,2.2701933903477816
0.049,0.6500000000000001,CC,6.0877747441037755
0.049,0.6600000000000001,F1,2.2673090990582097
0.049,0.6600000000000001,CC,6.071879215278422
0.049,0.6700000000000002,F1,2.2645084104147095
0.049,0.6700000000000002,CC,6.0564444264190165
0.049,0.6800000000000002,F1,2.2617913244172847
0.049,0.6800000000000002,CC,6.041470377525581
0.049,0.6900000000000002,F1,2.259157841065935
0.049,0.6900000000000002,CC,6.026957068598087
0.049,0.7000000000000002,F1,2.256607960360661
0.049,0.7000000000000002,CC,6.012904499636541
0.049,0.7100000000000002,F1,2.254141682301462
0.049,0.7100000000000002,CC,5.99931267064094
0.049,0.7200000000000002,F1,2.251759006888335
0.049,0.7200000000000002,CC,5.986181581611312
0.049,0.7300000000000002,F1,2.249459934121287
0.049,0.7300000000000002,CC,5.973511232547629
0.049,0.7400000000000002,F1,2.2472444640003104
0.049,0.7400000000000002,CC,5.961301623449888
0.049,0.7500000000000002,F1,2.2451125965254057
0.049,0.7500000000000002,CC,5.949552754318098
0.049,0.7600000000000002,F1,2.24306433169658
0.049,0.7600000000000002,CC,5.9382646251522715
0.049,0.7700000000000002,F1,2.241099669513826
0.049,0.7700000000000002,CC,5.927437235952411
0.049,0.7800000000000002,F1,2.2392186099771507
0.049,0.7800000000000002,CC,5.9170705867184665
0.049,0.7900000000000003,F1,2.2374211530865473
0.049,0.7900000000000003,CC,5.907164677450503
0.049,0.8000000000000003,F1,2.2357072988420157
0.049,0.8000000000000003,CC,5.897719508148462
0.049,0.8100000000000003,F1,2.234077047243563
0.049,0.8100000000000003,CC,5.888735078812402
0.049,0.8200000000000003,F1,2.232530398291182
0.049,0.8200000000000003,CC,5.8802113894422945
0.049,0.8300000000000003,F1,2.2310673519848763
0.049,0.8300000000000003,CC,5.8721484400381385
0.049,0.8400000000000003,F1,2.229687908324646
0.049,0.8400000000000003,CC,5.864546230599927
0.049,0.8500000000000003,F1,2.228392067310491
0.049,0.8500000000000003,CC,5.857404761127661
0.049,0.8600000000000003,F1,2.227179828942411
0.049,0.8600000000000003,CC,5.850724031621347
0.049,0.8700000000000003,F1,2.2260511932204032
0.049,0.8700000000000003,CC,5.844504042080992
0.049,0.8800000000000003,F1,2.2250061601444706
0.049,0.8800000000000003,CC,5.838744792506596
0.049,0.8900000000000003,F1,2.2240447297146133
0.049,0.8900000000000003,CC,5.8334462828981515
0.049,0.9000000000000004,F1,2.2231669019308313
0.049,0.9000000000000004,CC,5.828608513255645
0.049,0.9100000000000004,F1,2.222372676793121
0.049,0.9100000000000004,CC,5.824231483579105
0.049,0.9200000000000004,F1,2.2216620543014862
0.049,0.9200000000000004,CC,5.82031519386851
0.049,0.9300000000000004,F1,2.2210350344559266
0.049,0.9300000000000004,CC,5.816859644123859
0.049,0.9400000000000004,F1,2.2204916172564424
0.049,0.9400000000000004,CC,5.813864834345175
0.049,0.9500000000000004,F1,2.2200318027030335
0.049,0.9500000000000004,CC,5.811330764532428
0.049,0.9600000000000004,F1,2.2196555907956963
0.049,0.9600000000000004,CC,5.809257434685641
0.049,0.9700000000000004,F1,2.219362981534438
0.049,0.9700000000000004,CC,5.8076448448048055
0.049,0.9800000000000004,F1,2.2191539749192515
0.049,0.9800000000000004,CC,5.80649298109261
0.049,0.9900000000000004,F1,2.2190285709501367
0.049,0.9900000000000004,CC,5.805801712499331
0.05,0.5,F1,2.3267050876696516
0.05,0.5,CC,6.375974011644523
0.05,0.51,F1,2.3224375948268907
0.05,0.51,CC,6.352905296094139
0.05,0.52,F1,2.318256313960749
0.05,0.52,CC,6.3303026152013295
0.05,0.53,F1,2.314161245071233
0.05,0.53,CC,6.3081659689661045
0.05,0.54,F1,2.310152388158336
0.05,0.54,CC,6.286495357388468
0.05,0.55,F1,2.3062297432220618
0.05,0.55,CC,6.265290780468401
0.05,0.56,F1,2.3023933102624063
0.05,0.56,CC,6.244552238205944
0.05,0.5700000000000001,F1,2.298643089279377
0.05,0.5700000000000001,CC,6.224279730601058
0.05,0.5800000000000001,F1,2.2949790802729666
0.05,0.5800000000000001,CC,6.2044732576537385
0.05,0.5900000000000001,F1,2.291401283243175
0.05,0.5900000000000001,CC,6.185132819364036
0.05,0.6000000000000001,F1,2.2879096981900098
0.05,0.6000000000000001,CC,6.1662584157318925
0.05,0.6100000000000001,F1,2.2845043251134634
0.05,0.6100000000000001,CC,6.147850046757334
0.05,0.6200000000000001,F1,2.281185164013536
0.05,0.6200000000000001,CC,6.1301299881976625
0.05,0.6300000000000001,F1,2.2779522148902345
0.05,0.6300000000000001,CC,6.113414768343475
0.05,0.6400000000000001,F1,2.274805477743552
0.05,0.6400000000000001,CC,6.097145287685382
0.05,0.6500000000000001,F1,2.271744952573492
0.05,0.6500000000000001,CC,6.081321546223407
0.05,0.6600000000000001,F1,2.268770639380051
0.05,0.6600000000000001,CC,6.065943543957534
0.05,0.6700000000000002,F1,2.2658825381632326
0.05,0.6700000000000002,CC,6.0510112808877885
0.05,0.6800000000000002,F1,2.2630806489230366
0.05,0.6800000000000002,CC,6.036524757014146
0.05,0.6900000000000002,F1,2.260364971659463
0.05,0.6900000000000002,CC,6.022483972336627
0.05,0.7000000000000002,F1,2.2577355063725086
0.05,0.7000000000000002,CC,6.008888926855203
0.05,0.7100000000000002,F1,2.2551922530621766
0.05,0.7100000000000002,CC,5.995739620569893
0.05,0.7200000000000002,F1,2.252735211728467
0.05,0.7200000000000002,CC,5.983036053480689
0.05,0.7300000000000002,F1,2.2503643823713766
0.05,0.7300000000000002,CC,5.970778225587619
0.05,0.7400000000000002,F1,2.2480797649909086
0.05,0.7400000000000002,CC,5.958966136890652
0.05,0.7500000000000002,F1,2.245881359587063
0.05,0.7500000000000002,CC,5.947599787389802
0.05,0.7600000000000002,F1,2.2437691661598365
0.05,0.7600000000000002,CC,5.93667917708504
0.05,0.7700000000000002,F1,2.2417431847092324
0.05,0.7700000000000002,CC,5.926204305976423
0.05,0.7800000000000002,F1,2.239803415235251
0.05,0.7800000000000002,CC,5.916175174063895
0.05,0.7900000000000003,F1,2.237949857737892
0.05,0.7900000000000003,CC,5.906591781347494
0.05,0.8000000000000003,F1,2.2361825122171517
0.05,0.8000000000000003,CC,5.897454127827196
0.05,0.8100000000000003,F1,2.234501378673034
0.05,0.8100000000000003,CC,5.888762213503014
0.05,0.8200000000000003,F1,2.232906457105539
0.05,0.8200000000000003,CC,5.880516038374935
0.05,0.8300000000000003,F1,2.231397747514663
0.05,0.8300000000000003,CC,5.872715602442966
0.05,0.8400000000000003,F1,2.2299752499004093
0.05,0.8400000000000003,CC,5.865360905707128
0.05,0.8500000000000003,F1,2.228638964262778
0.05,0.8500000000000003,CC,5.858451948167392
0.05,0.8600000000000003,F1,2.227388890601766
0.05,0.8600000000000003,CC,5.851988729823766
0.05,0.8700000000000003,F1,2.2262250289173764
0.05,0.8700000000000003,CC,5.845971250676243
0.05,0.8800000000000003,F1,2.2251473792096093
0.05,0.8800000000000003,CC,5.840399510724858
0.05,0.8900000000000003,F1,2.2241559414784646
0.05,0.8900000000000003,CC,5.835273509969554
0.05,0.9000000000000004,F1,2.223250715723939
0.05,0.9000000000000004,CC,5.830593248410388
0.05,0.9100000000000004,F1,2.222431701946036
0.05,0.9100000000000004,CC,5.826358726047324
0.05,0.9200000000000004,F1,2.2216989001447516
0.05,0.9200000000000004,CC,5.822569942880378
0.05,0.9300000000000004,F1,2.2210523103200934
0.05,0.9300000000000004,CC,5.819226898909541
0.05,0.9400000000000004,F1,2.2204919324720542
0.05,0.9400000000000004,CC,5.816329594134793
0.05,0.9500000000000004,F1,2.220017766600634
0.05,0.9500000000000004,CC,5.813878028556182
0.05,0.9600000000000004,F1,2.21962981270584
0.05,0.9600000000000004,CC,5.811872202173674
0.05,0.9700000000000004,F1,2.2193280707876646
0.05,0.9700000000000004,CC,5.8103121149872905
0.05,0.9800000000000004,F1,2.2191125408461083
0.05,0.9800000000000004,CC,5.809197766997009
0.05,0.9900000000000004,F1,2.218983222881178
0.05,0.9900000000000004,CC,5.8085290590701675
0.051000000000000004,0.5,F1,2.329866456161241
0.051000000000000004,0.5,CC,6.377524731036463
0.051000000000000004,0.51,F1,2.3254690933825692
0.051000000000000004,0.51,CC,6.35524727495536
0.051000000000000004,0.52,F1,2.321160566215589
0.051000000000000004,0.52,CC,6.333419868492054
0.051000000000000004,0.53,F1,2.3169408746603004
0.051000000000000004,0.53,CC,6.312042511646556
0.051000000000000004,0.54,F1,2.3128100187166964
0.051000000000000004,0.54,CC,6.2911152044188405
0.051000000000000004,0.55,F1,2.3087679983847877
0.051000000000000004,0.55,CC,6.270637946808947
0.051000000000000004,0.56,F1,2.304814813664567
0.051000000000000004,0.56,CC,6.250610738816842
0.051000000000000004,0.5700000000000001,F1,2.3009504645560384
0.051000000000000004,0.5700000000000001,CC,6.231033580442531
0.051000000000000004,0.5800000000000001,F1,2.2971749510591977
0.051000000000000004,0.5800000000000001,CC,6.211906471686021
0.051000000000000004,0.5900000000000001,F1,2.2934882731740487
0.051000000000000004,0.5900000000000001,CC,6.193229412547314
0.051000000000000004,0.6000000000000001,F1,2.2898904309005914
0.051000000000000004,0.6000000000000001,CC,6.175002403026426
0.051000000000000004,0.6100000000000001,F1,2.2863814242388223
0.051000000000000004,0.6100000000000001,CC,6.157225443123309
0.051000000000000004,0.6200000000000001,F1,2.282961253188745
0.051000000000000004,0.6200000000000001,CC,6.139898532838007
0.051000000000000004,0.6300000000000001,F1,2.279629917750359
0.051000000000000004,0.6300000000000001,CC,6.12302167217052
0.051000000000000004,0.6400000000000001,F1,2.2763874179236616
0.051000000000000004,0.6400000000000001,CC,6.106594861120811
0.051000000000000004,0.6500000000000001,F1,2.273233753708652
